50.5326418;8.6784939;8
50.509593;8.728673;5
50.462788;8.585073;1
50.5850486;8.6741668;6
50.6057456;8.7073795;3
50.5698008;8.6699031;5
50.5615626;8.6404842;1
50.5839192;8.6205448;3
50.647004;8.706582;1
50.6604624;8.7362272;1
50.5991643;8.7480155;1
50.6053598;8.9574649;1
50.5504663;8.7796458;1
50.596084;8.855921;1
50.5174295;8.5852818;2
50.549895;8.5162205;5
50.5666607;8.5297123;1
50.5895427;8.4668559;2
50.5519629;8.4165038;2
50.5111221;8.2703227;1
50.429119;8.386772;1
50.459455;8.736897;1
50.4215918;8.630666;4
50.459621;8.7311742;1
50.3822571;8.7387728;2
50.7941641;8.8145397;2
50.472130;8.890736;2
50.7563816;8.4784238;1
50.9282958;8.4742005;1
50.9025347;8.7225229;1
50.6859062;8.2960569;1
50.840346;8.903004;1
50.5326418;8.6784939;1
